Rank,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Regional_Sales,Breakout,Years_Since_Release
7275,6,0,0.16,0.06,0.0,0.0,0.22,0.22,0,22.0
7276,19,7,0.08,0.0,0.13,0.01,0.22,0.22,0,16.0
7277,4,1,0.0,0.0,0.22,0.0,0.22,0.22,0,18.0
7278,16,6,0.11,0.08,0.0,0.03,0.22,0.22,0,23.0
7279,4,10,0.2,0.0,0.0,0.02,0.22,0.22,0,19.0
7280,16,10,0.0,0.0,0.22,0.0,0.22,0.22,0,19.0
7281,7,10,0.17,0.04,0.0,0.01,0.22,0.22,0,23.0
7282,18,0,0.09,0.1,0.0,0.04,0.22,0.23,0,10.0
7283,15,10,0.12,0.08,0.0,0.01,0.22,0.21,0,24.0
7284,4,4,0.0,0.0,0.22,0.0,0.22,0.22,0,20.0
7285,6,4,0.16,0.06,0.0,0.0,0.22,0.22,0,22.0
7286,4,3,0.2,0.0,0.0,0.02,0.22,0.22,0,17.0
7287,16,10,0.0,0.0,0.22,0.0,0.22,0.22,0,17.0
7288,15,0,0.12,0.08,0.0,0.01,0.22,0.21,0,26.0
7289,15,6,0.12,0.08,0.0,0.01,0.22,0.21,0,26.0
7290,17,8,0.07,0.06,0.06,0.03,0.22,0.22,0,12.0
7291,25,3,0.19,0.01,0.0,0.02,0.22,0.22,0,17.0
7292,2,11,0.14,0.05,0.01,0.02,0.22,0.22,0,10.0
7293,17,6,0.05,0.13,0.0,0.04,0.22,0.22,0,15.0
7294,18,10,0.14,0.05,0.0,0.03,0.22,0.22,0,12.0
7295,7,0,0.17,0.04,0.0,0.01,0.22,0.22,0,21.0
7296,21,10,0.0,0.0,0.22,0.0,0.22,0.22,0,30.0
7297,6,3,0.15,0.06,0.0,0.0,0.22,0.21,0,22.0
7298,25,10,0.0,0.2,0.0,0.01,0.22,0.21,0,17.0
7299,6,3,0.15,0.06,0.0,0.0,0.22,0.21,0,23.0
7300,7,0,0.17,0.04,0.0,0.01,0.22,0.22,0,20.0
7301,28,8,0.06,0.13,0.0,0.02,0.22,0.21,0,12.0
7302,28,9,0.19,0.01,0.0,0.02,0.22,0.22,0,19.0
7303,23,0,0.0,0.0,0.22,0.0,0.22,0.22,0,32.0
7304,17,9,0.11,0.07,0.0,0.03,0.22,0.21,0,15.0
7305,20,0,0.0,0.07,0.13,0.02,0.22,0.22,0,10.0
7306,16,1,0.11,0.08,0.0,0.03,0.22,0.22,0,23.0
7307,28,9,0.13,0.03,0.04,0.01,0.22,0.21,0,13.0
7308,13,7,0.0,0.19,0.0,0.02,0.22,0.21,0,22.0
7309,19,0,0.0,0.0,0.22,0.0,0.22,0.22,0,13.0
7310,4,0,0.17,0.02,0.02,0.02,0.22,0.2299999999999999,0,17.0
7311,18,6,0.03,0.13,0.03,0.03,0.22,0.22,0,10.0
7312,4,7,0.12,0.04,0.05,0.01,0.22,0.22,0,17.0
7313,30,7,0.1,0.1,0.0,0.02,0.22,0.22,0,11.0
7314,15,10,0.12,0.08,0.0,0.01,0.21,0.21,0,25.0
7315,16,10,0.11,0.08,0.0,0.03,0.21,0.22,0,24.0
7316,17,1,0.12,0.0,0.08,0.01,0.21,0.21,0,17.0
7317,15,10,0.12,0.08,0.0,0.01,0.21,0.21,0,24.0
7318,19,7,0.1,0.03,0.06,0.03,0.21,0.22,0,19.0
7319,25,3,0.2,0.0,0.0,0.02,0.21,0.22,0,15.0
7320,20,1,0.07,0.09,0.0,0.05,0.21,0.21,0,12.0
7321,16,6,0.11,0.08,0.0,0.03,0.21,0.22,0,21.0
7322,15,4,0.12,0.08,0.0,0.01,0.21,0.21,0,29.0
7323,17,3,0.0,0.16,0.0,0.05,0.21,0.21,0,14.0
7324,7,3,0.17,0.04,0.0,0.01,0.21,0.22,0,20.0
7325,16,6,0.11,0.08,0.0,0.03,0.21,0.22,0,21.0
7326,19,10,0.2,0.0,0.0,0.02,0.21,0.22,0,20.0
7327,16,2,0.11,0.08,0.0,0.03,0.21,0.22,0,16.0
7328,21,10,0.0,0.0,0.21,0.0,0.21,0.21,0,28.0
7329,2,0,0.16,0.04,0.0,0.02,0.21,0.22,0,14.0
7330,25,7,0.09,0.0,0.11,0.01,0.21,0.21,0,18.0
7331,21,7,0.0,0.0,0.21,0.0,0.21,0.21,0,28.0
7332,4,10,0.0,0.0,0.21,0.0,0.21,0.21,0,18.0
7333,16,0,0.03,0.02,0.15,0.01,0.21,0.21,0,23.0
7334,21,1,0.0,0.0,0.21,0.0,0.21,0.21,0,28.0
7335,25,3,0.0,0.19,0.0,0.03,0.21,0.22,0,15.0
7336,25,10,0.2,0.0,0.0,0.02,0.21,0.22,0,17.0
7337,25,0,0.08,0.08,0.03,0.02,0.21,0.21,0,14.0
7338,20,0,0.09,0.02,0.08,0.03,0.21,0.22,0,12.0
7339,16,6,0.1,0.08,0.0,0.03,0.21,0.21,0,17.0
7340,28,10,0.2,0.0,0.0,0.02,0.21,0.22,0,19.0
7341,30,0,0.12,0.07,0.0,0.02,0.21,0.21,0,11.0
7342,28,10,0.18,0.02,0.0,0.01,0.21,0.21,0,14.0
7343,7,1,0.17,0.04,0.0,0.01,0.21,0.22,0,19.0
7344,15,0,0.12,0.08,0.0,0.01,0.21,0.21,0,26.0
7345,19,2,0.11,0.07,0.0,0.04,0.21,0.22,0,15.0
7346,17,6,0.1,0.08,0.0,0.04,0.21,0.22,0,17.0
7347,16,6,0.1,0.08,0.0,0.03,0.21,0.21,0,25.0
7348,2,9,0.0,0.0,0.21,0.0,0.21,0.21,0,13.0
7349,16,7,0.1,0.08,0.0,0.03,0.21,0.21,0,21.0
7350,28,10,0.2,0.0,0.0,0.02,0.21,0.22,0,18.0
7351,16,3,0.0,0.0,0.21,0.0,0.21,0.21,0,19.0
7352,6,8,0.15,0.06,0.0,0.0,0.21,0.21,0,23.0
7354,29,2,0.16,0.05,0.0,0.01,0.21,0.22,0,22.0
7355,17,0,0.0,0.0,0.21,0.0,0.21,0.21,0,15.0
7356,16,11,0.1,0.08,0.0,0.03,0.21,0.21,0,23.0
7357,4,10,0.19,0.01,0.0,0.02,0.21,0.22,0,20.0
7358,17,4,0.11,0.07,0.0,0.03,0.21,0.21,0,14.0
7359,28,10,0.19,0.01,0.0,0.02,0.21,0.22,0,16.0
7360,29,8,0.16,0.05,0.0,0.01,0.21,0.22,0,23.0
7361,28,1,0.14,0.06,0.0,0.02,0.21,0.22,0,16.0
7362,28,8,0.12,0.07,0.0,0.02,0.21,0.21,0,16.0
7363,25,0,0.19,0.0,0.0,0.02,0.21,0.21,0,17.0
7364,29,10,0.16,0.05,0.0,0.01,0.21,0.22,0,20.0
7365,29,0,0.16,0.05,0.0,0.01,0.21,0.22,0,21.0
7366,16,3,0.1,0.08,0.0,0.03,0.21,0.21,0,20.0
7367,28,0,0.07,0.12,0.0,0.02,0.21,0.21,0,15.0
7368,16,8,0.1,0.08,0.0,0.03,0.21,0.21,0,21.0
7369,19,10,0.2,0.0,0.0,0.02,0.21,0.22,0,20.0
7370,17,6,0.05,0.11,0.01,0.04,0.21,0.21,0,11.0
7373,0,10,0.2,0.01,0.0,0.0,0.21,0.21,0,44.0
7374,25,3,0.0,0.18,0.0,0.04,0.21,0.22,0,14.0
7375,4,11,0.1,0.03,0.07,0.01,0.21,0.21,0,14.0
7376,28,0,0.12,0.08,0.0,0.02,0.21,0.22,0,10.0
7377,28,3,0.17,0.03,0.0,0.01,0.21,0.21,0,15.0
7378,17,0,0.11,0.07,0.0,0.03,0.21,0.21,0,16.0
7379,28,3,0.18,0.01,0.0,0.02,0.21,0.21,0,18.0
7380,16,0,0.1,0.08,0.0,0.03,0.21,0.21,0,21.0
7381,16,8,0.1,0.08,0.0,0.03,0.21,0.21,0,24.0
7382,16,4,0.1,0.08,0.0,0.03,0.21,0.21,0,20.0
7383,7,2,0.0,0.0,0.21,0.01,0.21,0.22,0,22.0
7385,15,1,0.0,0.0,0.2,0.01,0.21,0.21,0,29.0
7386,18,0,0.07,0.1,0.01,0.04,0.21,0.22,0,11.0
7387,23,2,0.0,0.0,0.21,0.0,0.21,0.21,0,30.0
7388,25,1,0.12,0.07,0.0,0.02,0.21,0.21,0,16.0
7389,2,0,0.09,0.03,0.08,0.01,0.21,0.21,0,11.0
7390,19,2,0.17,0.02,0.0,0.02,0.21,0.21,0,16.0
7391,4,0,0.19,0.01,0.0,0.02,0.21,0.22,0,17.0
7392,17,10,0.06,0.05,0.08,0.02,0.21,0.21,0,14.0
7393,15,2,0.12,0.08,0.0,0.01,0.21,0.21,0,25.0
7394,25,10,0.15,0.05,0.0,0.02,0.21,0.22,0,16.0
7395,29,8,0.16,0.05,0.0,0.01,0.21,0.22,0,20.0
7396,25,10,0.15,0.05,0.0,0.02,0.21,0.22,0,14.0
7397,19,1,0.18,0.01,0.0,0.02,0.21,0.21,0,20.0
7398,28,10,0.2,0.0,0.0,0.02,0.21,0.22,0,16.0
7399,16,11,0.0,0.0,0.21,0.0,0.21,0.21,0,20.0
7400,16,4,0.1,0.08,0.0,0.03,0.21,0.21,0,22.0
7401,7,4,0.16,0.04,0.0,0.01,0.21,0.21,0,22.0
7402,25,3,0.2,0.0,0.0,0.01,0.21,0.21,0,15.0
7403,4,0,0.2,0.0,0.0,0.01,0.21,0.21,0,16.0
7404,19,10,0.06,0.0,0.13,0.01,0.21,0.2,0,15.0
7405,16,7,0.1,0.08,0.0,0.03,0.21,0.21,0,23.0
7406,15,4,0.12,0.08,0.0,0.01,0.21,0.21,0,23.0
7407,16,1,0.09,0.07,0.03,0.02,0.21,0.21,0,24.0
7409,29,10,0.16,0.05,0.0,0.01,0.21,0.22,0,22.0
7410,26,9,0.15,0.04,0.0,0.02,0.21,0.21,0,12.0
7411,19,10,0.19,0.0,0.0,0.02,0.21,0.21,0,18.0
7412,19,3,0.19,0.0,0.0,0.02,0.21,0.21,0,20.0
7413,10,2,0.17,0.04,0.0,0.0,0.21,0.21,0,28.0
7414,10,3,0.17,0.04,0.0,0.0,0.21,0.21,0,26.0
7415,10,2,0.17,0.04,0.0,0.0,0.21,0.21,0,27.0
7416,10,6,0.17,0.04,0.0,0.0,0.21,0.21,0,25.0
7417,10,4,0.17,0.04,0.0,0.0,0.21,0.21,0,26.0
7418,10,8,0.17,0.04,0.0,0.0,0.21,0.21,0,26.0
7419,2,7,0.13,0.07,0.0,0.02,0.21,0.22,0,13.0
7420,28,0,0.2,0.0,0.0,0.01,0.21,0.21,0,13.0
7421,15,7,0.0,0.0,0.2,0.01,0.21,0.21,0,29.0
7422,28,6,0.06,0.14,0.0,0.01,0.21,0.21,0,17.0
7423,21,2,0.0,0.0,0.21,0.0,0.21,0.21,0,29.0
7424,7,0,0.16,0.04,0.0,0.01,0.21,0.21,0,22.0
7426,15,7,0.12,0.08,0.0,0.01,0.21,0.21,0,28.0
7427,15,7,0.12,0.08,0.0,0.01,0.21,0.21,0,26.0
7428,15,7,0.0,0.0,0.2,0.01,0.21,0.21,0,25.0
7429,6,4,0.0,0.0,0.2,0.01,0.21,0.21,0,21.0
7430,28,0,0.18,0.0,0.01,0.01,0.21,0.2,0,18.0
7431,28,0,0.12,0.05,0.02,0.02,0.21,0.2099999999999999,0,16.0
7432,16,0,0.1,0.08,0.0,0.03,0.21,0.21,0,23.0
7433,29,8,0.17,0.04,0.0,0.01,0.21,0.22,0,21.0
7434,16,6,0.1,0.08,0.0,0.03,0.21,0.21,0,24.0
7435,16,0,0.1,0.08,0.0,0.03,0.21,0.21,0,17.0
7436,17,7,0.09,0.0,0.1,0.01,0.21,0.2,0,12.0
7437,29,0,0.16,0.04,0.0,0.01,0.21,0.21,0,20.0
7438,25,3,0.15,0.04,0.0,0.02,0.21,0.21,0,13.0
7439,16,10,0.0,0.0,0.21,0.0,0.21,0.21,0,19.0
7440,6,4,0.15,0.06,0.0,0.0,0.21,0.21,0,22.0
7441,4,7,0.08,0.04,0.07,0.01,0.21,0.2,0,15.0
7442,19,7,0.0,0.0,0.21,0.0,0.21,0.21,0,15.0
7443,29,0,0.13,0.04,0.03,0.01,0.21,0.21,0,23.0
7444,7,10,0.16,0.04,0.0,0.01,0.21,0.21,0,24.0
7445,25,0,0.12,0.07,0.0,0.02,0.21,0.21,0,15.0
7446,7,10,0.16,0.04,0.0,0.01,0.21,0.21,0,23.0
7447,28,10,0.18,0.01,0.0,0.01,0.21,0.2,0,16.0
7448,15,6,0.12,0.08,0.0,0.01,0.21,0.21,0,26.0
7449,16,10,0.1,0.08,0.0,0.03,0.21,0.21,0,25.0
7450,16,0,0.1,0.08,0.0,0.03,0.21,0.21,0,20.0
7451,4,10,0.19,0.0,0.0,0.02,0.21,0.21,0,17.0
7452,4,11,0.0,0.0,0.21,0.0,0.21,0.21,0,16.0
7453,15,2,0.12,0.08,0.0,0.01,0.21,0.21,0,25.0
7454,20,0,0.03,0.13,0.0,0.05,0.21,0.21,0,11.0
7455,20,4,0.03,0.12,0.0,0.05,0.21,0.2,0,11.0
7456,4,7,0.19,0.0,0.0,0.02,0.21,0.21,0,18.0
7457,4,6,0.19,0.0,0.0,0.01,0.21,0.2,0,17.0
7458,4,5,0.19,0.0,0.0,0.01,0.21,0.2,0,14.0
7459,16,7,0.0,0.0,0.21,0.0,0.21,0.21,0,19.0
7460,28,8,0.19,0.0,0.0,0.01,0.21,0.2,0,15.0
7461,16,0,0.1,0.08,0.0,0.03,0.21,0.21,0,20.0
7462,28,8,0.11,0.08,0.0,0.02,0.21,0.21,0,15.0
7463,28,10,0.19,0.0,0.0,0.02,0.21,0.21,0,18.0
7464,29,10,0.15,0.04,0.0,0.01,0.21,0.2,0,23.0
7465,17,0,0.11,0.07,0.0,0.03,0.21,0.21,0,14.0
7466,21,2,0.0,0.0,0.21,0.0,0.21,0.21,0,30.0
7467,4,3,0.19,0.0,0.0,0.02,0.21,0.21,0,17.0
7468,19,10,0.19,0.0,0.0,0.02,0.21,0.21,0,20.0
7469,15,1,0.0,0.0,0.19,0.01,0.21,0.2,0,27.0
7470,16,10,0.1,0.08,0.0,0.03,0.21,0.21,0,23.0
7471,4,3,0.0,0.0,0.21,0.0,0.21,0.21,0,19.0
7472,6,3,0.15,0.05,0.0,0.0,0.21,0.2,0,21.0
7473,17,10,0.0,0.0,0.21,0.0,0.21,0.21,0,15.0
7474,25,3,0.19,0.0,0.0,0.01,0.21,0.2,0,17.0
7475,6,2,0.09,0.03,0.08,0.0,0.21,0.2,0,24.0
7476,25,7,0.14,0.0,0.06,0.01,0.21,0.21,0,14.0
7477,4,0,0.15,0.04,0.0,0.01,0.21,0.2,0,13.0
7478,19,10,0.19,0.0,0.0,0.02,0.21,0.21,0,16.0
7479,16,10,0.04,0.03,0.12,0.01,0.21,0.2,0,23.0
7480,25,9,0.13,0.06,0.0,0.02,0.21,0.21,0,16.0
7481,7,0,0.16,0.04,0.0,0.01,0.21,0.21,0,23.0
7482,29,10,0.15,0.04,0.0,0.01,0.21,0.2,0,21.0
7483,2,0,0.0,0.0,0.21,0.0,0.21,0.21,0,13.0
7484,17,0,0.1,0.03,0.06,0.02,0.21,0.21,0,13.0
7485,28,1,0.1,0.08,0.0,0.02,0.21,0.1999999999999999,0,16.0
7486,13,8,0.14,0.04,0.0,0.02,0.21,0.2,0,12.0
7487,19,10,0.0,0.0,0.21,0.0,0.21,0.21,0,14.0
7488,2,0,0.05,0.1,0.04,0.01,0.21,0.2,0,10.0
7489,15,1,0.11,0.08,0.0,0.01,0.21,0.2,0,25.0
7490,4,6,0.17,0.02,0.0,0.02,0.21,0.21,0,19.0
7491,7,2,0.16,0.04,0.0,0.01,0.21,0.21,0,20.0
7492,17,0,0.06,0.1,0.01,0.04,0.21,0.21,0,15.0
7493,17,0,0.0,0.0,0.21,0.0,0.21,0.21,0,13.0
7494,29,4,0.15,0.04,0.0,0.01,0.21,0.2,0,22.0
7495,6,0,0.15,0.05,0.0,0.0,0.21,0.2,0,23.0
7496,18,1,0.1,0.07,0.0,0.03,0.21,0.2,0,11.0
7497,19,11,0.18,0.0,0.0,0.02,0.2,0.1999999999999999,0,19.0
7498,25,11,0.15,0.04,0.0,0.02,0.2,0.21,0,15.0
7499,18,0,0.02,0.06,0.11,0.02,0.2,0.21,0,9.0
7500,12,2,0.0,0.0,0.2,0.0,0.2,0.2,0,30.0
7501,4,9,0.19,0.0,0.0,0.01,0.2,0.2,0,16.0
7502,6,3,0.15,0.05,0.0,0.0,0.2,0.2,0,23.0
7503,25,10,0.19,0.0,0.0,0.01,0.2,0.2,0,15.0
7504,17,7,0.17,0.01,0.0,0.02,0.2,0.2,0,18.0
7505,6,0,0.15,0.05,0.0,0.0,0.2,0.2,0,21.0
7506,25,2,0.11,0.07,0.0,0.02,0.2,0.1999999999999999,0,14.0
7507,5,11,0.0,0.0,0.2,0.0,0.2,0.2,0,25.0
7508,19,3,0.19,0.0,0.0,0.02,0.2,0.21,0,17.0
7509,28,3,0.19,0.0,0.0,0.01,0.2,0.2,0,14.0
7510,4,1,0.07,0.11,0.0,0.02,0.2,0.1999999999999999,0,16.0
7511,30,10,0.17,0.02,0.0,0.02,0.2,0.21,0,11.0
7512,16,2,0.1,0.08,0.0,0.03,0.2,0.21,0,21.0
7513,2,0,0.16,0.03,0.0,0.01,0.2,0.2,0,14.0
7514,23,11,0.0,0.0,0.2,0.0,0.2,0.2,0,30.0
7515,16,10,0.1,0.08,0.0,0.03,0.2,0.21,0,20.0
7516,29,6,0.15,0.04,0.0,0.01,0.2,0.2,0,24.0
7517,25,0,0.17,0.02,0.0,0.02,0.2,0.21,0,16.0
7518,4,5,0.0,0.0,0.2,0.0,0.2,0.2,0,16.0
7519,28,9,0.11,0.08,0.0,0.02,0.2,0.21,0,15.0
7520,25,10,0.14,0.04,0.0,0.02,0.2,0.2,0,16.0
7521,16,0,0.0,0.0,0.2,0.0,0.2,0.2,0,18.0
7522,16,3,0.0,0.02,0.0,0.19,0.2,0.21,0,17.0
7523,13,7,0.09,0.09,0.0,0.03,0.2,0.21,0,14.0
7524,16,11,0.06,0.05,0.07,0.02,0.2,0.1999999999999999,0,20.0
7525,29,10,0.15,0.04,0.0,0.01,0.2,0.2,0,20.0
7526,17,10,0.15,0.03,0.0,0.02,0.2,0.1999999999999999,0,14.0
7527,17,9,0.06,0.0,0.14,0.01,0.2,0.21,0,19.0
7528,3,7,0.0,0.0,0.2,0.0,0.2,0.2,0,25.0
7529,29,6,0.14,0.04,0.02,0.01,0.2,0.21,0,23.0
7530,28,7,0.16,0.02,0.01,0.02,0.2,0.21,0,17.0
7531,25,3,0.0,0.17,0.0,0.03,0.2,0.2,0,14.0
7532,29,6,0.15,0.04,0.0,0.01,0.2,0.2,0,19.0
7533,16,10,0.0,0.0,0.2,0.0,0.2,0.2,0,25.0
7534,13,8,0.09,0.09,0.0,0.03,0.2,0.21,0,14.0
7535,6,3,0.15,0.05,0.0,0.0,0.2,0.2,0,20.0
7536,16,3,0.1,0.08,0.0,0.03,0.2,0.21,0,20.0
7537,23,6,0.0,0.0,0.2,0.0,0.2,0.2,0,31.0
7538,19,7,0.0,0.0,0.2,0.0,0.2,0.2,0,13.0
7539,17,7,0.05,0.05,0.09,0.02,0.2,0.21,0,12.0
7540,17,7,0.06,0.05,0.08,0.02,0.2,0.21,0,11.0
7541,25,3,0.0,0.19,0.0,0.01,0.2,0.2,0,16.0
7542,16,10,0.1,0.08,0.0,0.03,0.2,0.21,0,17.0
7543,16,2,0.1,0.08,0.0,0.03,0.2,0.21,0,19.0
7544,16,10,0.0,0.0,0.2,0.0,0.2,0.2,0,22.0
7545,17,2,0.04,0.05,0.1,0.02,0.2,0.21,0,14.0
7546,2,2,0.06,0.08,0.05,0.01,0.2,0.2,0,13.0
7547,4,3,0.0,0.2,0.0,0.0,0.2,0.2,0,17.0
7548,28,3,0.17,0.02,0.0,0.01,0.2,0.2,0,14.0
7549,19,10,0.19,0.0,0.0,0.02,0.2,0.21,0,15.0
7550,30,11,0.14,0.05,0.0,0.02,0.2,0.21,0,10.0
7551,28,10,0.0,0.19,0.0,0.01,0.2,0.2,0,16.0
7552,16,6,0.1,0.08,0.0,0.03,0.2,0.21,0,21.0
7553,7,3,0.16,0.04,0.0,0.01,0.2,0.21,0,20.0
7554,21,11,0.0,0.0,0.2,0.0,0.2,0.2,0,29.0
7555,12,2,0.0,0.0,0.2,0.0,0.2,0.2,0,31.0
7556,29,10,0.15,0.04,0.0,0.01,0.2,0.2,0,23.0
7557,25,0,0.13,0.03,0.03,0.02,0.2,0.21,0,16.0
7558,25,7,0.16,0.02,0.0,0.02,0.2,0.1999999999999999,0,16.0
7559,17,8,0.06,0.04,0.08,0.02,0.2,0.1999999999999999,0,14.0
7560,16,4,0.1,0.08,0.0,0.03,0.2,0.21,0,21.0
7561,4,7,0.16,0.03,0.0,0.02,0.2,0.21,0,16.0
7562,7,2,0.0,0.0,0.2,0.01,0.2,0.21,0,22.0
7563,13,0,0.1,0.08,0.0,0.02,0.2,0.1999999999999999,0,10.0
7564,6,10,0.14,0.05,0.0,0.0,0.2,0.19,0,22.0
7565,16,6,0.09,0.07,0.02,0.02,0.2,0.1999999999999999,0,24.0
7566,13,11,0.09,0.1,0.0,0.02,0.2,0.21,0,9.0
7567,17,10,0.0,0.15,0.0,0.05,0.2,0.2,0,15.0
7568,16,10,0.1,0.08,0.0,0.03,0.2,0.21,0,21.0
7569,25,3,0.17,0.02,0.0,0.01,0.2,0.2,0,16.0
7570,16,2,0.0,0.0,0.2,0.0,0.2,0.2,0,25.0
7571,17,0,0.0,0.03,0.16,0.01,0.2,0.2,0,14.0
7572,17,8,0.17,0.01,0.0,0.02,0.2,0.2,0,18.0
7573,6,9,0.14,0.05,0.0,0.0,0.2,0.19,0,22.0
7574,17,0,0.1,0.07,0.0,0.03,0.2,0.2,0,14.0
7575,20,10,0.18,0.0,0.0,0.02,0.2,0.1999999999999999,0,13.0
7576,7,4,0.16,0.04,0.0,0.01,0.2,0.21,0,21.0
7577,18,10,0.13,0.04,0.0,0.04,0.2,0.21,0,9.0
7578,21,8,0.0,0.0,0.2,0.0,0.2,0.2,0,29.0
7579,4,9,0.13,0.06,0.0,0.02,0.2,0.21,0,14.0
7580,19,0,0.0,0.0,0.2,0.0,0.2,0.2,0,13.0
7581,29,10,0.15,0.04,0.0,0.01,0.2,0.2,0,23.0
7582,6,4,0.14,0.05,0.0,0.0,0.2,0.19,0,22.0
7583,19,7,0.0,0.0,0.2,0.0,0.2,0.2,0,14.0
7584,29,6,0.15,0.04,0.0,0.01,0.2,0.2,0,19.0
7585,16,3,0.0,0.0,0.2,0.0,0.2,0.2,0,22.0
7586,4,9,0.19,0.0,0.0,0.01,0.2,0.2,0,16.0
7587,7,6,0.16,0.04,0.0,0.01,0.2,0.21,0,23.0
7588,19,0,0.02,0.0,0.18,0.0,0.2,0.1999999999999999,0,17.0
7589,16,8,0.1,0.08,0.0,0.03,0.2,0.21,0,20.0
7590,6,10,0.14,0.05,0.0,0.0,0.2,0.19,0,24.0
7591,15,7,0.06,0.04,0.09,0.01,0.2,0.2,0,29.0
7592,28,6,0.1,0.02,0.07,0.01,0.2,0.2,0,20.0
7593,18,11,0.1,0.08,0.0,0.03,0.2,0.21,0,12.0
7594,4,3,0.19,0.0,0.0,0.01,0.2,0.2,0,16.0
7595,4,3,0.19,0.0,0.0,0.01,0.2,0.2,0,16.0
7596,4,9,0.19,0.0,0.0,0.01,0.2,0.2,0,16.0
7597,28,8,0.1,0.07,0.02,0.02,0.2,0.21,0,15.0
7598,28,3,0.1,0.08,0.0,0.02,0.2,0.1999999999999999,0,15.0
7599,15,8,0.11,0.08,0.0,0.01,0.2,0.2,0,28.0
7600,28,6,0.18,0.0,0.0,0.02,0.2,0.1999999999999999,0,18.0
7601,17,0,0.12,0.05,0.0,0.03,0.2,0.1999999999999999,0,16.0
7602,16,3,0.1,0.08,0.0,0.03,0.2,0.21,0,16.0
7603,28,9,0.14,0.04,0.01,0.02,0.2,0.21,0,13.0
7604,7,4,0.15,0.04,0.0,0.01,0.2,0.2,0,21.0
7605,15,6,0.11,0.08,0.0,0.01,0.2,0.2,0,27.0
7606,19,7,0.0,0.0,0.2,0.0,0.2,0.2,0,14.0
7607,17,0,0.1,0.04,0.04,0.02,0.2,0.2,0,15.0
7608,4,5,0.07,0.11,0.0,0.02,0.2,0.1999999999999999,0,15.0
7609,30,0,0.1,0.09,0.0,0.02,0.2,0.21,0,10.0
7610,26,2,0.1,0.08,0.0,0.02,0.2,0.1999999999999999,0,12.0
7611,29,10,0.15,0.04,0.0,0.01,0.2,0.2,0,22.0
7612,4,1,0.13,0.06,0.0,0.02,0.2,0.21,0,15.0
7613,13,8,0.06,0.12,0.0,0.02,0.2,0.1999999999999999,0,21.0
7614,16,10,0.1,0.08,0.0,0.03,0.2,0.21,0,22.0
7615,29,0,0.15,0.04,0.0,0.01,0.2,0.2,0,20.0
7616,10,4,0.16,0.04,0.0,0.0,0.2,0.2,0,25.0
7618,10,6,0.06,0.13,0.0,0.01,0.2,0.2,0,26.0
7619,10,5,0.13,0.02,0.05,0.0,0.2,0.2,0,28.0
7620,10,10,0.16,0.04,0.0,0.0,0.2,0.2,0,27.0
7621,10,4,0.16,0.04,0.0,0.0,0.2,0.2,0,25.0
7622,10,6,0.16,0.04,0.0,0.0,0.2,0.2,0,25.0
7623,10,8,0.16,0.04,0.0,0.0,0.2,0.2,0,27.0
7624,10,6,0.16,0.04,0.0,0.0,0.2,0.2,0,25.0
7625,10,11,0.0,0.0,0.2,0.0,0.2,0.2,0,26.0
7626,10,10,0.16,0.04,0.0,0.0,0.2,0.2,0,29.0
7627,19,10,0.18,0.0,0.0,0.02,0.2,0.1999999999999999,0,19.0
7628,29,6,0.15,0.04,0.0,0.01,0.2,0.2,0,22.0
7629,19,7,0.0,0.0,0.2,0.0,0.2,0.2,0,15.0
7630,4,9,0.14,0.04,0.0,0.02,0.2,0.2,0,14.0
7631,2,0,0.16,0.0,0.03,0.01,0.2,0.2,0,13.0
7632,4,0,0.16,0.03,0.0,0.02,0.2,0.21,0,17.0
7633,19,2,0.18,0.0,0.0,0.02,0.2,0.1999999999999999,0,20.0
7634,18,10,0.09,0.08,0.0,0.03,0.2,0.1999999999999999,0,10.0
7635,16,3,0.0,0.0,0.2,0.0,0.2,0.2,0,23.0
7636,6,3,0.14,0.05,0.0,0.0,0.2,0.19,0,20.0
7637,16,6,0.1,0.08,0.0,0.03,0.2,0.21,0,17.0
7638,17,7,0.06,0.02,0.1,0.01,0.2,0.19,0,12.0
7639,15,11,0.0,0.0,0.19,0.01,0.2,0.2,0,26.0
7640,25,6,0.15,0.04,0.0,0.01,0.2,0.2,0,15.0
7641,25,3,0.0,0.17,0.0,0.03,0.2,0.2,0,15.0
7642,17,10,0.08,0.09,0.0,0.04,0.2,0.21,0,14.0
7643,13,11,0.07,0.1,0.0,0.03,0.2,0.2,0,13.0
7644,16,10,0.1,0.08,0.0,0.03,0.2,0.21,0,16.0
7645,29,10,0.15,0.04,0.0,0.01,0.2,0.2,0,23.0
7646,23,7,0.0,0.0,0.2,0.0,0.2,0.2,0,29.0
7647,17,7,0.14,0.02,0.02,0.02,0.2,0.1999999999999999,0,19.0
7648,29,0,0.15,0.04,0.0,0.01,0.2,0.2,0,20.0
7649,21,8,0.0,0.0,0.2,0.0,0.2,0.2,0,31.0
7651,17,10,0.0,0.0,0.2,0.0,0.2,0.2,0,12.0
7652,25,0,0.14,0.04,0.0,0.02,0.2,0.2,0,16.0
7653,18,8,0.05,0.11,0.01,0.03,0.2,0.2,0,9.0
7654,17,9,0.12,0.05,0.0,0.02,0.2,0.1899999999999999,0,15.0
7655,16,10,0.1,0.08,0.0,0.03,0.2,0.21,0,18.0
